ACCOUNT_NUM,SUBS_ID,SUBS_PRODUCT_SEQ,CHARGE_SEQ,CHARGE_NUMBER,DOMAIN_ID,CUSTOMER_REF,PRODUCT_SEQ,PRODUCT_ID,CHARGE_START_DAT,CHARGE_END_DAT,CHARGE_COST_MNY,CHARGE_TYPE_ID,CHARGE_TYPE_VALUE,CHARGE_SUB_TYPE_ID,CHARGE_SUB_TYPE_VALUE,TARIFF_ID,REVENUE_CODE_ID,REVENUE_CODE_VALUE,CPS_ID,TAXCODE_ID,TAXCODE_VALUE,PERCENTAGE_PCT,PRODUCT_QUANTITY,PRODUCT_AGE,BPC_STATUS_ID,BPC_STATUS_VALUE,CREATED_DTM,ANCHOR_DAT,TARIFF_VERSION,RECEIVABLE_CLASS_ID,IN_ADVANCE_BOO,BUDGET_CENTRE_SEQ,PACKAGE_SEQ,PACKAGE_ID,PRODUCT_PACKAGE_INSTANCE,PARENT_PRODUCT_SEQ,ADDITIONS_QUANTITY,TERMINATIONS_QUANTITY,PACKAGE_BASIC_TARIFF_ID,PACKAGE_BASIC_COST_MNY,PACKAGE_DISC_REV_CODE_ID,PRE_OVERRIDE_COST_MNY,OVERRIDE_REV_CODE_ID,EARLY_TERM_MULT_COST_MNY,EARLY_TERM_MULT_REV_CODE_ID,CONTRACT_REF,CONTRACT_TERM,CONTRACT_TERM_UNITS,PRODUCT_ATTR_1,PRODUCT_ATTR_2,PRODUCT_ATTR_3,PRODUCT_ATTR_4,PRODUCT_ATTR_5,PRODUCT_ATTR_6,OVERRIDE_NUMBER,OVERRIDE_MOD_TYPE_ID,OVERRIDE_MOD_TYPE_VALUE,AGE_DEPENDENT_PRICE_ID,ADP_FROM_NUMBER,ADP_TO_NUMBER,ADP_PERIOD_UNITS,PRE_ADP_COST_MNY,ADP_RECUR_DISC_REV_CODE_ID,FULL_PERIOD_COST_MNY,CHARGE_START_DTM,CHARGE_END_DTM,ACTIVATION_RULE,SUSPENSION_RULE,REACTIVATION_RULE,TERMINATION_RULE,REV_RECOGNITION_CLASS_ID,CHARGE_SOURCE,CONTRACT_START_DAT,CONTRACT_TYPE_ID,TAX_RATE_PCT,TAX_RATE_MNY,TAX_RATE_CURRENCY_CODE,COG_MEMBER_QTY,ACCUMULATED_POINTS,REDEEMED_POINTS,PRE_LOYALTY_COST_MNY,PRICE_ATTR_1,PRICE_ATTR_2,PRICE_ATTR_3,PRICE_ATTR_4,PRICE_ATTR_5,PRICE_ATTR_6,SPLIT_CHARGE_AMOUNT_MNY,PRE_SPLIT_FULL_PERIOD_COST_MNY,SPLIT_CHARGE_SOURCE,ACTUAL_CHARGE_START_DAT,ACTUAL_CHARGE_END_DAT,BILL_SEQ,BILL_VERSION,BILL_DTM,history_date
1000001100,1132412341,1,3,6,895421682,100003721,7,376,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1617,-1,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,5,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,7,895421682,100003721,8,367,1-Aug-19,31-Aug-19,2000,2,Periodic,201,Standard recurring,1507,2100501,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,5,,,,,,,,,,,,,Option Charges,,,,,,,,,,,,,,,2000,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,7,895421682,100003721,8,367,1-Aug-19,31-Aug-19,2000,2,Periodic,201,Standard recurring,1507,2100501,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,5,,,,,,,,,,,,,Option Charges,,,,,,,,,,,,,,,2000,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,8,895421682,100003721,9,372,1-Aug-19,31-Aug-19,4000,2,Periodic,201,Standard recurring,1502,2100701,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,4000,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,8,895421682,100003721,9,372,1-Aug-19,31-Aug-19,4000,2,Periodic,201,Standard recurring,1502,2100701,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,4000,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,9,895421682,100003721,10,373,1-Aug-19,31-Aug-19,3500,2,Periodic,201,Standard recurring,1497,2100201,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,3500,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,9,895421682,100003721,10,373,1-Aug-19,31-Aug-19,3500,2,Periodic,201,Standard recurring,1497,2100201,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,3500,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,10,895421682,100003721,11,425,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1634,-1,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,10,895421682,100003721,11,425,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1634,-1,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,11,895421682,100003721,12,371,1-Aug-19,31-Aug-19,3000,2,Periodic,201,Standard recurring,1501,2100401,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,3000,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,11,895421682,100003721,12,371,1-Aug-19,31-Aug-19,3000,2,Periodic,201,Standard recurring,1501,2100401,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,3000,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,12,895421682,100003721,13,368,5-Aug-19,4-Sep-19,30,2,Periodic,201,Standard recurring,1623,1200101,,1,2,Tax 0 %,10000,1,1,5,Canselled,6-Sep-19,5-Aug-19,1,-1,F,,,,,,,,,,,,,,,,,,Universal Service Fee,,,,,,,,,,,,,,,30,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,12,895421682,100003721,13,368,5-Aug-19,4-Sep-19,30,2,Periodic,201,Standard recurring,1623,1200101,,1,2,Tax 0 %,10000,1,1,5,Canselled,6-Sep-19,5-Aug-19,1,-1,F,,,,,,,,,,,,,,,,,,Universal Service Fee,,,,,,,,,,,,,,,30,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,13,895421682,100003721,14,374,1-Aug-19,31-Aug-19,2500,2,Periodic,201,Standard recurring,1498,2100201,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,2500,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,13,895421682,100003721,14,374,1-Aug-19,31-Aug-19,2500,2,Periodic,201,Standard recurring,1498,2100201,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,2500,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,14,895421682,100003721,15,411,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1322,-1,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,14,895421682,100003721,15,411,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1322,-1,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,15,895421682,100003721,17,380,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1329,-1,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,15,895421682,100003721,17,380,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1329,-1,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,16,895421682,100003721,18,373,1-Aug-19,31-Aug-19,3500,2,Periodic,201,Standard recurring,1497,2100201,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,3500,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,16,895421682,100003721,18,373,1-Aug-19,31-Aug-19,3500,2,Periodic,201,Standard recurring,1497,2100201,,1,1,Tax 10 %,10000,1,0,5,Canselled,6-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Third-Party Option Charges,,,,,,,,,,,,,,,3500,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,17,895421682,100003721,19,368,5-Aug-19,4-Sep-19,30,2,Periodic,201,Standard recurring,1623,1200101,,1,2,Tax 0 %,10000,1,1,5,Canselled,6-Sep-19,5-Aug-19,1,-1,F,,,,,,,,,,,,,,,,,,Universal Service Fee,,,,,,,,,,,,,,,30,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,17,895421682,100003721,19,368,5-Aug-19,4-Sep-19,30,2,Periodic,201,Standard recurring,1623,1200101,,1,2,Tax 0 %,10000,1,1,5,Canselled,6-Sep-19,5-Aug-19,1,-1,F,,,,,,,,,,,,,,,,,,Universal Service Fee,,,,,,,,,,,,,,,30,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000000003,124141241,1,1,7,597284603,100000024,1,362,6-May-19,31-May-19,8210,2,Periodic,201,Standard recurring,1393,1000101,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,9800,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
1000000003,124141241,1,1,1,597284603,100000024,2,363,6-May-19,31-May-19,0,2,Periodic,201,Standard recurring,1383,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
1000000003,124141241,1,1,2,597284603,100000024,3,375,6-May-19,31-May-19,0,2,Periodic,201,Standard recurring,1402,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
1000000003,124141241,1,1,3,597284603,100000024,4,364,6-May-19,31-May-19,0,2,Periodic,201,Standard recurring,1398,1000101,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
1000000003,124141241,1,1,4,597284603,100000024,5,376,6-May-19,31-May-19,0,2,Periodic,201,Standard recurring,1377,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,4,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
1000000003,124141241,1,1,5,597284603,100000024,6,368,6-May-19,31-May-19,10,2,Periodic,201,Standard recurring,1379,1200101,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,,,,,,,,,,,,,,Universal Service Fee,,,,,,,,,,,,,,,20,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
1000000003,124141241,1,1,6,597284603,100000024,7,365,6-May-19,31-May-19,0,2,Periodic,201,Standard recurring,1401,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
ACC_20190513081437,9852346234,1,5,1,327993354,CUST_20190513081437,2,400,1-Sep-19,30-Sep-19,0,2,Periodic,201,Standard recurring,1360,-1,,1,1,Tax 10 %,10000,1,3,1,Charged,1-Oct-19,1-Oct-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,5,1,1-Oct-19,2020-10-04-00-00-00
ACC_20190513081437,9852346234,1,5,2,327993354,CUST_20190513081437,1,362,1-Sep-19,30-Sep-19,8800,2,Periodic,201,Standard recurring,1389,1000401,,1,1,Tax 10 %,10000,1,3,1,Charged,1-Oct-19,1-Oct-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,5,1,1-Oct-19,2020-10-04-00-00-00
ACC_20190523064900,7645687697,1,1,1,91742982,CUST_20190523064900,2,400,23-May-19,31-May-19,0,2,Periodic,201,Standard recurring,1360,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
ACC_20190523064900,7645687697,1,1,2,91742982,CUST_20190523064900,1,362,23-May-19,31-May-19,2550,2,Periodic,201,Standard recurring,1389,1000401,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jun-19,1-Jun-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1-Jun-19,2020-10-04-00-00-00
ACC_20190523064900,7645687697,1,2,1,91742982,CUST_20190523064900,2,400,1-Jun-19,30-Jun-19,0,2,Periodic,201,Standard recurring,1360,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jul-19,1-Jul-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,2,1,1-Jul-19,2020-10-04-00-00-00
ACC_20190523064900,7645687697,1,2,2,91742982,CUST_20190523064900,1,362,1-Jun-19,30-Jun-19,8800,2,Periodic,201,Standard recurring,1389,1000401,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Jul-19,1-Jul-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1-Jul-19,2020-10-04-00-00-00
ACC_20190523064900,7645687697,1,3,1,91742982,CUST_20190523064900,2,400,1-Jul-19,31-Jul-19,0,2,Periodic,201,Standard recurring,1360,-1,,1,1,Tax 10 %,10000,1,1,1,Charged,1-Aug-19,1-Aug-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Aug-19,2020-10-04-00-00-00
ACC_20190523064900,7645687697,1,3,2,91742982,CUST_20190523064900,1,362,1-Jul-19,31-Jul-19,8800,2,Periodic,201,Standard recurring,1389,1000401,,1,1,Tax 10 %,10000,1,1,1,Charged,1-Aug-19,1-Aug-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Aug-19,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,1,539558460,TEST_DDPP,1,363,1-Oct-19,31-Oct-19,0,2,Periodic,201,Standard recurring,1382,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,2,539558460,TEST_DDPP,1,363,1-Nov-19,30-Nov-19,0,2,Periodic,201,Standard recurring,1382,-1,,1,1,Tax 10 %,10000,1,1,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,3,539558460,TEST_DDPP,1,363,1-Dec-19,31-Dec-19,0,2,Periodic,201,Standard recurring,1382,-1,,1,1,Tax 10 %,10000,1,2,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,4,539558460,TEST_DDPP,1,363,1-Jan-20,31-Jan-20,0,2,Periodic,201,Standard recurring,1382,-1,,1,1,Tax 10 %,10000,1,3,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,5,539558460,TEST_DDPP,1,363,1-Feb-20,29-Feb-20,0,2,Periodic,201,Standard recurring,1382,-1,,1,1,Tax 10 %,10000,1,4,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,6,539558460,TEST_DDPP,1,363,1-Mar-20,31-Mar-20,0,2,Periodic,201,Standard recurring,1382,-1,,1,1,Tax 10 %,10000,1,5,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,7,539558460,TEST_DDPP,2,364,1-Oct-19,31-Oct-19,10000,2,Periodic,201,Standard recurring,1396,2100201,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,8,539558460,TEST_DDPP,2,364,1-Nov-19,30-Nov-19,10000,2,Periodic,201,Standard recurring,1396,2100201,,1,1,Tax 10 %,10000,1,1,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,9,539558460,TEST_DDPP,2,364,1-Dec-19,31-Dec-19,10000,2,Periodic,201,Standard recurring,1396,2100201,,1,1,Tax 10 %,10000,1,2,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,10,539558460,TEST_DDPP,2,364,1-Jan-20,31-Jan-20,10000,2,Periodic,201,Standard recurring,1396,2100201,,1,1,Tax 10 %,10000,1,3,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,11,539558460,TEST_DDPP,2,364,1-Feb-20,29-Feb-20,10000,2,Periodic,201,Standard recurring,1396,2100201,,1,1,Tax 10 %,10000,1,4,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
TEST_DDPP_ACCOUNT,1521312,1,7,12,539558460,TEST_DDPP,2,364,1-Mar-20,31-Mar-20,10000,2,Periodic,201,Standard recurring,1396,2100201,,1,1,Tax 10 %,10000,1,5,1,Charged,1-Apr-20,1-Apr-20,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,7,1,1-Apr-20,2020-10-04-00-00-00
1000001100,1132412341,1,3,30,895421682,100003721,2,379,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1335,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,30,895421682,100003721,2,379,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1335,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,31,895421682,100003721,3,365,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1573,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,31,895421682,100003721,3,365,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1573,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,32,895421682,100003721,4,363,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1499,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,32,895421682,100003721,4,363,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1499,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,Plan Charges,,,,,,,,,,,,,,,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,44,895421682,100003721,17,380,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1329,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,3,2,1-Sep-19,2020-10-04-00-00-00
1000001100,1132412341,1,3,44,895421682,100003721,17,380,1-Aug-19,31-Aug-19,0,2,Periodic,201,Standard recurring,1329,-1,,1,1,Tax 10 %,10000,1,0,1,Charged,1-Sep-19,1-Sep-19,1,-1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,3,1,1-Sep-19,2020-10-04-00-00-00
