customer_ref,customer_id,account_num,billing_account_id,subs_id,bpi_id,subs_status_id,subs_status_value,billing_status_id,billing_status_value,customer_category_id,customer_category_value,actual_start_date,actual_end_date,location_id,sequence_number,otc_sequence_number,last_sales_order_id,shop_id,processed_when_date,is_inflight,initiating_system_id,initiating_system_value,distribution_channel_id,distribution_channel_value,bpi_discount_mrc,bpi_tax_mrc,bpi_total_mrc,bpi_mrc,recurrent_basic_total_discount,recurrent_basic_total_price,productoffering_template_id,productoffering_template_name,productoffering_id,productoffering_name,productoffering_weight,productoffering_bil_spec_id,productoffering_bil_spec_value,productoffering_type_id,productoffering_type_value,external_id,parent_id,ocs_subscriber_id,cash_balance_id,ocs_subscription_id,tariff_plan_id,tariff_plan_name,status_change_reason,sms_allowance,voice_allowance,data_allowance,extraction_timestamp,date,history_date
1000164029,9158905534213998159,2000164030,9158905546413998648,9158905552313999509,9158905552313999509,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 14:05:44,NULL,NULL,NULL,NULL,9158905562513001861,NULL,2020-11-23 14:08:19,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,11.00,10.00,0.00,11.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158905536213998159,NULL,NULL,1b2788db-fcb1-4ad9-be0a-32190a4642f1,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164111,9158914888013150002,2000164108,9158921401113168793,9158921415013169017,9158921415013169017,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-25 10:12:09,NULL,NULL,1,NULL,9158921347213168680,NULL,2020-11-25 10:12:11,No,9148223396313661753,Order Entry,9157883031613995002,Contact Center,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158914889013150002,NULL,NULL,b7f5b767-c80f-4802-aa4e-8eeddd3d8e13,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164170,9159025780013409628,2000164151,9159025791113409754,9159025801013410015,9159025801013410015,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-12-07 12:07:31,NULL,NULL,1,NULL,9159025786013409628,NULL,2020-12-07 12:07:36,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159025782013409628,NULL,NULL,91b49411-9592-4b9b-99bb-45f8a55f29a9,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164184,9159027022213430660,2000164174,9159027041213430861,9159027056013431105,9159027056013431105,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-12-07 15:35:47,NULL,NULL,NULL,NULL,9159027061213432416,NULL,2020-12-07 15:37:53,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9159027024213430660,NULL,NULL,129b5888-5df5-4ac0-8f41-0974aded8256,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164186,9159027196413433136,2000164175,9159027209013433327,9159027213113433713,9159027213113433713,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-12-07 16:02:27,NULL,NULL,NULL,NULL,9159027192513433136,NULL,2020-12-07 16:02:43,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,19.00,10.00,5.00,19.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9159027198413433136,NULL,NULL,3361b824-c7ae-47d4-a595-f2d41207d257,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164189,9159027429113440539,2000164178,9159027438613440727,9159027438813441289,9159027438813441289,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-12-07 16:40:08,NULL,NULL,NULL,NULL,9159027425213440539,NULL,2020-12-07 16:40:31,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9159027421213440539,NULL,NULL,d98deb8e-2a2a-4fcb-bb6c-3ab6fe726adc,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163929,9158904063513909825,2000163929,9158904090713909911,9158904091613910297,9158904091613910297,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 10:12:42,NULL,NULL,1,NULL,9158904069513909825,NULL,2020-11-23 10:12:50,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904065513909825,NULL,NULL,c71e480a-3f7a-49f4-9756-2e4361ce2f23,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163941,9158904121313916787,2000163941,9158904138413917557,9158904145013919403,9158904145013919403,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:10:24,NULL,NULL,NULL,NULL,9158904127313916787,NULL,2020-11-23 10:10:28,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904123313916787,NULL,NULL,3d773fdc-1112-4c56-8eeb-4ad8f55a28ae,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163939,9158904127313916579,2000163939,9158904133013917243,9158904149813920017,9158904149813920017,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:10:46,NULL,NULL,NULL,NULL,9158904129413916579,NULL,2020-11-23 10:10:51,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904120413916579,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163943,9158904126813916787,2000163942,9158904134313917862,9158904149813921032,9158904149813921032,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:11:01,NULL,NULL,NULL,NULL,9158904128013916887,NULL,2020-11-23 10:11:09,No,9153817101813286625,SSP,9157882873313995000,App,10.00,0.00,20.00,20.00,10.00,20.00,9157989469565553884,Mobile Prepaid Plan Template,6610000002,VF Red - L Subscription,3,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904128813916787,NULL,NULL,bc170458-07a2-4979-bc59-5e035dd8e04a,6610000002,VF Red - L Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163949,9158904153913923007,2000163949,9158904156613924980,9158904167713926511,9158904167713926511,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:13:49,NULL,NULL,NULL,NULL,9158904159913923007,NULL,2020-11-23 10:13:53,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904155913923007,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163956,9158904179013934073,2000163956,9158904184513934808,9158904184213935671,9158904184213935671,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 10:18:31,NULL,NULL,1,NULL,9158904171313934076,NULL,2020-11-23 10:18:40,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904172113934076,NULL,NULL,b03e6671-c009-444c-ac10-f3a168363793,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163996,9158904240913950566,2000163996,9158904248313951395,9158904252813951745,9158904252813951745,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 10:29:23,NULL,NULL,1,NULL,9159017087213240278,NULL,2020-12-06 12:04:34,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904242913950566,NULL,NULL,429b46e0-2efe-4000-a85a-348dd5df4764,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163997,9158904240913951183,2000163997,9158904259713951531,9158904258713952263,9158904258713952263,9132857804713527193,6#0033CC$Suspended,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:29:36,NULL,NULL,NULL,NULL,9158904262113953403,NULL,2020-11-23 10:30:17,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904242913951183,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164005,9158904548813962621,2000164009,9158904697913969140,9158904691313969472,9158904691313969472,9132857804713527197,6#646464$Disconnected,9141504170013676280,Terminated,9145846203913115265,Consumer,2020-11-23 11:44:20,2020-11-23 11:45:04,NULL,1,NULL,9158904703513970165,NULL,2020-11-23 11:45:12,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904540913962621,NULL,NULL,89be4cad-3c29-42e8-977b-feda598d6df7,7610000000,VF Red - M,Fraud,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164010,9158904774313972303,2000164011,9158904771213973681,9158904781713974142,9158904781713974142,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 11:57:56,NULL,NULL,1,NULL,9158904770413972303,NULL,2020-11-23 11:57:58,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904776313972303,NULL,NULL,3a977c7b-30fe-4d9b-8089-19cf6fdf9f43,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164013,9158905237813981911,2000164015,9158905238913982050,9158905247513982517,9158905247513982517,9132857804713527197,6#646464$Disconnected,9141504170013676280,Terminated,9145846203913115265,Consumer,2020-11-23 13:14:15,2020-12-06 11:46:05,NULL,1,NULL,9159017034313237301,NULL,2020-12-06 11:46:15,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158905239813981911,NULL,NULL,2ceb7aa4-e26f-4d49-a93a-b1fcc7fade24,7610000000,VF Red - M,Travel abroad,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164027,9158905456613993330,2000164028,9158905457213994178,9158905469513994641,9158905469513994641,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 13:51:27,NULL,NULL,1,NULL,9158905673513007360,NULL,2020-11-23 14:27:56,No,9148223396313661753,Order Entry,9157883031613995002,Contact Center,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158905458613993330,NULL,NULL,0ee13287-f8c8-4b8e-9350-1f857c40c21a,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163951,9158904160913928040,2000164042,9158905729813013099,9158905748713024328,9158905748713024328,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 14:37:39,NULL,NULL,NULL,NULL,9158905724313011902,NULL,2020-11-23 14:37:46,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904162913928040,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164128,9159016325113234120,2000164128,9159016448113234285,9159016473013235510,9159016473013235510,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-12-06 10:12:26,NULL,NULL,3,NULL,9159016461513235220,NULL,2020-12-06 10:12:33,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159016327113234120,600000000006,NULL,220f3f0a-a796-45da-98d0-b5570b09ffc0,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164169,9159024956013404600,2000164150,9159025068913404871,9159025071113405927,9159025071113405927,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-12-07 10:05:57,NULL,NULL,1,NULL,9159024957113404600,NULL,2020-12-07 10:06:00,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159024958013404600,NULL,NULL,54d19e86-6112-418b-bb57-fbfa6e0db85b,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164171,9159025817513411128,2000164152,9159025811613411266,9159025831913413146,9159025831913413146,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-12-07 12:12:56,NULL,NULL,3,NULL,9159025823213412761,NULL,2020-12-07 12:12:59,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159025819513411128,NULL,NULL,4e32b991-7bf6-4cff-a421-995d42c88301,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164175,9159026064013419180,2000164168,9159026100213419234,9159026104813419472,9159026104813419472,9132857804713527197,6#646464$Disconnected,9141504170013676280,Terminated,9145846203913115265,Consumer,2020-12-07 12:58:17,2020-12-07 13:06:34,NULL,1,NULL,9159026156713420465,NULL,2020-12-07 13:06:39,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159026066013419180,NULL,NULL,3674c56b-3f1e-4e61-99a9-9e69913e80a9,7610000000,VF Red - M,Liquidation,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164177,9159026244713422941,2000164170,9159026269813423001,9159026264713423629,9159026264713423629,9132857804713527197,6#646464$Disconnected,9141504170013676280,Terminated,9145846203913115265,Consumer,2020-12-07 13:24:16,2020-12-07 13:30:03,NULL,1,NULL,9159026295413424887,NULL,2020-12-07 13:30:07,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9159026246713422941,NULL,NULL,5083c699-4000-4493-91f7-f68d4820e895,7610000000,VF Red - M,Liquidation,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163931,9158904107513910319,2000163931,9158904113213911022,9158904111213912590,9158904111213912590,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:06:59,NULL,NULL,NULL,NULL,9158904105813910319,NULL,2020-11-23 10:07:05,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904109513910319,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163945,9158904141813921751,2000163945,9158904152913922904,9158904153013924570,9158904153013924570,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:13:25,NULL,NULL,NULL,NULL,9158904148113921851,NULL,2020-11-23 10:13:30,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904145813921751,NULL,NULL,a28b77ab-07bc-4fb9-b968-d48444ba6176,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163946,9158904143613922062,2000163946,9158904152313923215,9158904159313925487,9158904159313925487,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:13:38,NULL,NULL,NULL,NULL,9158904144813922062,NULL,2020-11-23 10:13:43,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000000,VF Blue PAYG,1,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904145613922062,NULL,NULL,NULL,6610000000,VF Blue PAYG,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163950,9158904169813927733,2000163950,9158904167613928656,9158904164613930099,9158904164613930099,9132857804713527197,6#646464$Disconnected,9141504170013676280,Terminated,9145846203913115265,Consumer,2020-11-23 10:15:32,2020-11-24 12:14:04,NULL,1,NULL,9158913512913136779,NULL,NULL,No,9148223396313661753,Order Entry,9157883031613995002,Contact Center,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904164913927733,NULL,NULL,073ed4cd-d614-4040-a865-aa6e41c236fa,7610000000,VF Red - M,Deceased,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163947,9158904145113922685,2000163947,9158904153213923962,9158904165313926408,9158904165313926408,9132857804713527191,6#009B00$Active,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:13:50,NULL,NULL,NULL,NULL,9158904141213922685,NULL,2020-11-23 10:13:54,No,9153817101813286625,SSP,9157882873313995000,App,5.00,0.00,10.00,10.00,5.00,10.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904147113922685,NULL,NULL,2961896d-d058-41f3-b95b-abf662f772d4,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163953,9158904169313929066,2000163953,9158904164513929587,9158904173413932341,9158904173413932341,9132857804713527197,6#646464$Disconnected,9141504170013676280,Terminated,9145846203913115265,Consumer,2020-11-23 10:16:12,2020-12-05 17:02:15,NULL,1,NULL,9158907796313109643,NULL,2020-12-05 17:02:32,No,9148223396313661753,Order Entry,9157883031613995002,Contact Center,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904161413929066,NULL,NULL,60677da3-245d-46fa-9a3f-12573b996a50,7610000000,VF Red - M,Liquidation,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163954,9158904162913929072,2000163954,9158904169513929895,9158904177813932545,9158904177813932545,9132857804713527193,6#0033CC$Suspended,9141504170013676278,Suspended,9145846203913115265,Consumer,2020-11-23 10:16:26,NULL,NULL,1,NULL,9158907086013106666,NULL,2020-11-23 18:24:49,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904164913929072,NULL,NULL,ef641878-4e77-46d8-a12d-bdd193e91555,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163994,9158904229813942614,2000163994,9158904223313943898,9158904231913945663,9158904231913945663,9132857804713527193,6#0033CC$Suspended,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:26:31,NULL,NULL,NULL,NULL,9158904246613948822,NULL,2020-11-23 10:27:24,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000001,VF Red - S Subscription,2,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904221913942614,NULL,NULL,464657a7-7d92-42f8-b6a7-666b39cd881c,6610000001,VF Red - S Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163990,9158904220813942614,2000163990,9158904221913943061,9158904232213944232,9158904232213944232,9132857804713527193,6#0033CC$Suspended,9141504170013676278,Suspended,9145846203913115265,Consumer,2020-11-23 10:26:05,NULL,NULL,1,NULL,9158904239513947089,NULL,2020-11-23 10:27:02,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904222813942614,NULL,NULL,89f9c20c-c0ea-4aad-b6ae-4e749f224292,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000163995,9158904228013943381,2000163995,9158904237313944744,9158904242813948007,9158904242813948007,9132857804713527193,6#0033CC$Suspended,NULL,NULL,9145846203913115265,Consumer,2020-11-23 10:27:17,NULL,NULL,NULL,NULL,9158904246313950666,NULL,2020-11-23 10:28:09,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9157989469565553884,Mobile Prepaid Plan Template,6610000002,VF Red - L Subscription,3,NULL,NULL,9125737315713245976,Product Offering,NULL,9158904220113943381,NULL,NULL,b65c8c88-e943-445c-967f-90749f2b25e4,6610000002,VF Red - L Subscription,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164000,9158904360013956493,2000164000,9158904385113956547,9158904392013956905,9158904392013956905,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 10:52:10,NULL,NULL,1,NULL,9158904366013956493,NULL,2020-11-23 10:52:13,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904362013956493,NULL,NULL,33ec209c-a4e1-4c7d-964d-5fc4c1e06568,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164004,9158904523613961125,2000164004,9158904526713961261,9158904535713961536,9158904535713961536,9132857804713527191,6#009B00$Active,9141504170013676277,Active,9145846203913115265,Consumer,2020-11-23 11:16:15,NULL,NULL,1,NULL,9158904529613961125,NULL,2020-11-23 11:16:21,No,9153817101813286625,SSP,9157882873313995000,App,0.00,0.00,10.00,10.00,0.00,10.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158904525613961125,NULL,NULL,06904105-987d-4a6c-9b89-05d2cde63217,7610000000,VF Red - M,NULL,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
1000164018,9158905316813984741,2000164018,9158905316913984886,9158905327713985255,9158905327713985255,9132857804713527197,6#646464$Disconnected,9141504170013676280,Terminated,9145846203913115265,Consumer,2020-11-23 13:28:07,2020-12-05 17:05:08,NULL,1,NULL,9159010295813173951,NULL,2020-12-05 17:05:20,No,9148223396313661753,Order Entry,9157882873313995000,App,0.00,0.00,0.00,0.00,0.00,0.00,9158199561265939859,Mobile Postpaid Plan Template,7610000000,VF Red - M,1,9158199402565849119,Mobile Postpaid Plan,9125737315713245976,Product Offering,NULL,9158905318813984741,NULL,NULL,0c1f938e-7e4f-4134-b0ef-0b6cf02e60dc,7610000000,VF Red - M,Travel abroad,NULL,NULL,NULL,2020-12-03 10:46:45,2020-12-03,2020-12-03-10-46-45
