customer_ref,account_num,adjustment_id,adjustment_seq,adjustment_dat,adjustment_type_id,adjustment_type_value,adjustment_txt,adjustment_net_mny,created_dtm,dispute_seq,adjustment_status_id,adjustment_status_value,budget_centre_seq,bill_seq,cps_id,cps_name,geneva_user_ora,approved_dtm,outcome_desc,receivable_class_id,receivable_class_name,adjustment_debt_mny,adjustment_tax_mny,linked_writeoff_payment_seq,billtimecharge_created_adj_boo,bill_dtm,actual_bill_dtm,bill_version,extraction_timestamp,date,history_date
1000164935,2000164619,NULL,1,2020-11-12 00:00:00,10002,NULL,pk,30000,2020-11-12 21:54:21,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-12 21:54:45,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164935,2000164619,NULL,2,2020-11-12 00:00:00,10002,NULL,23 ed,40000,2020-11-12 22:29:54,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-12 22:29:56,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,2,2020-11-17 00:00:00,10002,NULL,ok,50000,2020-11-17 00:16:59,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,5,2020-11-17 00:00:00,10002,NULL,f,50000,2020-11-17 00:29:39,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,18,2020-11-17 00:00:00,10002,NULL,y,120000,2020-11-17 01:37:15,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,19,2020-11-17 00:00:00,10002,NULL,ww,10000,2020-11-17 01:42:44,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-17 01:42:45,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,22,2020-11-17 00:00:00,10001,NULL,Automatically approved,100,2020-11-17 03:21:18,4,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-17 03:21:27,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164946,2000164633,NULL,6,2020-11-13 00:00:00,10002,NULL,56,560000,2020-11-13 18:44:41,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165110,2000164865,NULL,4,2020-11-19 00:00:00,10002,NULL,wea,40000,2020-11-19 19:44:53,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-19 19:44:56,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165110,2000164865,NULL,6,2020-11-23 00:00:00,10002,NULL,ii,230000,2020-11-23 20:44:37,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,3,2020-11-05 00:00:00,10001,NULL,Automatically approved,50,2020-11-05 12:42:36,3,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-05 12:47:22,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,7,2020-11-05 00:00:00,10002,NULL,without trashold,10000,2020-11-05 15:15:37,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-05 15:16:00,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,9,2020-11-05 00:00:00,10002,NULL,www,20000,2020-11-05 15:30:26,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-05 15:31:02,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,14,2020-11-05 00:00:00,10002,NULL,AAAA,10000,2020-11-05 15:50:17,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163930,2000163929,NULL,5,2020-11-23 00:00:00,10003,NULL,dsfsf,-120000,2020-11-23 10:36:35,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 10:36:36,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163930,2000163929,NULL,7,2020-11-23 00:00:00,10002,NULL,xvfvdf,10000,2020-11-23 10:38:19,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 10:38:21,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163930,2000163929,NULL,8,2020-11-23 00:00:00,10003,NULL,etetr,-40000,2020-11-23 10:38:39,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 10:38:41,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163930,2000163929,NULL,10,2020-11-23 00:00:00,10003,NULL,wer,-110000,2020-11-23 10:39:11,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 10:39:12,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,NULL,1,2020-11-23 00:00:00,10002,NULL,уцкцук,10000,2020-11-23 12:11:58,NULL,3,Approved.,NULL,1,10003,Oman,ECAUSER,2020-11-23 12:11:59,Automatically approved,10001,Default,-10000,0,NULL,NULL,2020-12-01 00:00:00,2020-12-01 13:08:06,1,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,14,2020-12-02 00:00:00,10001,NULL,Automatically approved,150,2020-12-02 11:09:00,10,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-24 11:10:46,Automatically approved,10001,Default,150,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,NULL,15,2020-12-10 00:00:00,10001,NULL,ауцауц,26666,2020-12-02 11:26:00,14,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-24 12:07:31,цуа,10001,Default,26666,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,NULL,3,2020-12-03 00:00:00,10001,NULL,ФЫфы,100000,2020-12-03 15:49:00,30,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-24 16:15:01,ЫфыФЫфы,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164000,2000163998,NULL,3,2020-11-04 00:00:00,10001,NULL,Automatically approved,120000,2020-11-04 13:24:29,3,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-04 13:27:15,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163929,2000164000,NULL,1,2020-11-23 00:00:00,10002,NULL,Compensation,1000000,2020-11-23 11:00:31,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-23 11:00:33,Automatically approved,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164093,2000164108,NULL,1,2020-11-04 00:00:00,10002,NULL,TA adjustment,100000,2020-11-04 22:20:14,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164259,2000164258,NULL,7,2020-11-12 00:00:00,10002,NULL,12,120000,2020-11-12 19:28:53,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-12 19:30:15,sdf,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164259,2000164258,NULL,9,2020-11-13 00:00:00,10002,NULL,45,450000,2020-11-13 14:32:44,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164442,2000164285,NULL,1,2020-11-09 00:00:00,10002,NULL,1,10000,2020-11-09 16:56:06,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,4,2020-11-17 00:00:00,10002,NULL,tr,140000,2020-11-17 00:29:28,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,13,2020-11-17 00:00:00,10002,NULL,d,150000,2020-11-17 01:24:04,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,16,2020-11-17 00:00:00,10003,NULL,d,-240000,2020-11-17 01:31:20,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164933,2000164625,NULL,20,2020-11-17 00:00:00,10002,NULL,2,120000,2020-11-17 01:42:54,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164937,2000164629,NULL,1,2020-11-13 00:00:00,10002,NULL,1,10000,2020-11-13 14:26:06,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-13 15:12:33,sdc,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164937,2000164629,NULL,2,2020-11-13 00:00:00,10002,NULL,123,120000,2020-11-13 15:20:14,NULL,1,Pending approval.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164946,2000164633,NULL,3,2020-11-13 00:00:00,10002,NULL,3,30000,2020-11-13 15:40:20,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-13 15:40:30,3,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165018,2000164744,NULL,1,2020-11-17 00:00:00,10002,NULL,was,30000,2020-11-17 23:41:57,NULL,2,Cancelled.,NULL,NULL,10003,Oman,ECAUSER,NULL,NULL,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,4,2020-11-06 00:00:00,10001,NULL,qwe,50,2020-11-05 13:45:19,7,3,Approved.,NULL,NULL,NULL,NULL,ECAUSER,2020-11-05 13:46:45,qwe,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168477,2000167971,NULL,8,2020-11-05 00:00:00,10002,NULL,debug with status,10000,2020-11-05 15:25:55,NULL,3,Approved.,NULL,NULL,10003,Oman,ECAUSER,2020-11-05 15:29:45,34,10001,Default,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
