customer_ref,account_num,domain_id,bill_seq,bill_version,customer_category_id,customer_category_value,revenue_start_dat,revenue_end_dat,revenue_feed_id,revenue_charge_type_id,revenue_charge_type_value,bill_revenue_feed_seq,invoiced_charge_boo,created_dtm,bill_dtm,actual_bill_dtm,tax_inclusive_charge_mny,re_calculated_charge_mny,re_engineered_chrg_grp_seq,revenue_code_id,revenue_code_value,source_class_id,source_class_value,invoice_number_id,adjustment_reason,cost,transaction_count,internal_cost_mny,external_cost_mny,competitor_cost_mny,extraction_timestamp,date,history_date
1000165538,2000165361,866652417,1,1,NULL,NULL,2020-11-01 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,1,T,2020-12-01 16:00:16,2020-12-01 00:00:00,2020-12-01 16:00:16,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,27000,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165538,2000165361,866652417,1,1,NULL,NULL,2020-12-01 00:00:00,2020-12-01 00:00:00,10002,1,Normal charge,6,T,2020-12-01 16:00:16,2020-12-01 00:00:00,2020-12-01 16:00:16,NULL,NULL,NULL,NULL,NULL,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,150722160,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-26 00:00:00,1,1,Normal charge,7,T,2020-11-26 09:25:22,2020-11-26 00:00:00,2020-11-26 09:25:22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,150722160,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-30 00:00:00,1,1,Normal charge,10,T,2020-11-26 09:25:22,2020-11-26 00:00:00,2020-11-26 09:25:22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,150722160,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-30 00:00:00,1,1,Normal charge,11,T,2020-11-26 09:25:22,2020-11-26 00:00:00,2020-11-26 09:25:22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,150722160,1,1,NULL,NULL,2020-12-01 00:00:00,2020-12-25 00:00:00,1,1,Normal charge,14,T,2020-11-26 09:25:22,2020-11-26 00:00:00,2020-11-26 09:25:22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,150722160,1,1,NULL,NULL,2020-11-04 00:00:00,2020-11-25 00:00:00,10001,1,Normal charge,4,T,2020-11-26 09:25:22,2020-11-26 00:00:00,2020-11-26 09:25:22,NULL,NULL,NULL,100000037,100000037,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,150722160,1,1,NULL,NULL,2020-11-04 00:00:00,2020-11-04 00:00:00,10002,1,Normal charge,1,T,2020-11-26 09:25:22,2020-11-26 00:00:00,2020-11-26 09:25:22,NULL,NULL,NULL,NULL,NULL,34,One-time Charge,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,150722160,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-26 00:00:00,10002,1,Normal charge,5,T,2020-11-26 09:25:22,2020-11-26 00:00:00,2020-11-26 09:25:22,NULL,NULL,NULL,NULL,NULL,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,827452441,1,1,NULL,NULL,2020-11-04 00:00:00,2020-11-25 00:00:00,-1,1,Normal charge,1,T,2020-11-26 09:26:54,2020-11-26 00:00:00,2020-11-26 09:26:54,NULL,NULL,NULL,100000001,100000001,10001,NULL,NULL,NULL,NULL,70967,1,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,827452441,1,1,NULL,NULL,2020-11-04 00:00:00,2020-11-25 00:00:00,1,1,Normal charge,3,T,2020-11-26 09:26:54,2020-11-26 00:00:00,2020-11-26 09:26:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,827452441,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-30 00:00:00,1,1,Normal charge,7,T,2020-11-26 09:26:54,2020-11-26 00:00:00,2020-11-26 09:26:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,827452441,1,1,NULL,NULL,2020-12-01 00:00:00,2020-12-25 00:00:00,1,1,Normal charge,9,T,2020-11-26 09:26:54,2020-11-26 00:00:00,2020-11-26 09:26:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,827452441,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,7,T,2020-11-26 09:26:54,2020-11-26 00:00:00,2020-11-26 09:26:54,NULL,NULL,NULL,100000037,100000037,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168410,2000168009,922470915,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-30 00:00:00,1,1,Normal charge,6,T,2020-11-26 09:24:58,2020-11-26 00:00:00,2020-11-26 09:24:58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168429,2000168030,281107820,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-30 00:00:00,1,1,Normal charge,5,T,2020-12-16 11:03:46,2020-11-26 00:00:00,2020-12-16 11:03:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168429,2000168030,281107820,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,4,T,2020-12-16 11:03:46,2020-11-26 00:00:00,2020-12-16 11:03:46,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,16666,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168429,2000168030,281107820,1,1,NULL,NULL,2020-11-26 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,5,T,2020-12-16 11:03:46,2020-11-26 00:00:00,2020-12-16 11:03:46,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,16666,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168429,2000168030,281107820,1,1,NULL,NULL,2020-12-01 00:00:00,2020-12-25 00:00:00,10002,1,Normal charge,6,T,2020-12-16 11:03:46,2020-11-26 00:00:00,2020-12-16 11:03:46,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163951,2000163950,842916269,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,-1,1,Normal charge,3,T,2020-12-01 13:08:06,2020-12-01 00:00:00,2020-12-01 13:08:06,NULL,NULL,NULL,300000020,300000020,10001,NULL,NULL,NULL,NULL,-13333,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,842916269,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,6,T,2020-12-01 13:08:06,2020-12-01 00:00:00,2020-12-01 13:08:06,NULL,NULL,NULL,100000001,100000001,15,Post-Itemization Discount,NULL,NULL,-35475,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,842916269,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,7,T,2020-12-01 13:08:06,2020-12-01 00:00:00,2020-12-01 13:08:06,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,842916269,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10002,1,Normal charge,1,T,2020-12-01 13:08:06,2020-12-01 00:00:00,2020-12-01 13:08:06,NULL,NULL,NULL,NULL,NULL,2,Standalone Adjustment,NULL,NULL,-10000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,842916269,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-01 00:00:00,10001,1,Normal charge,3,T,2021-01-01 13:12:38,2021-01-01 00:00:00,2021-01-01 13:12:38,NULL,NULL,NULL,700000001,700000001,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,842916269,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10001,1,Normal charge,4,T,2021-01-01 13:12:38,2021-01-01 00:00:00,2021-01-01 13:12:38,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,842916269,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,4,T,2021-01-01 13:12:38,2021-01-01 00:00:00,2021-01-01 13:12:38,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163951,2000163950,842916269,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,5,T,2021-01-01 13:12:38,2021-01-01 00:00:00,2021-01-01 13:12:38,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,-1,1,Normal charge,3,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,400000001,400000001,10001,NULL,NULL,NULL,NULL,100,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,-1,1,Normal charge,8,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,400000006,400000006,10001,NULL,NULL,NULL,NULL,80,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,3,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,400000003,400000003,12,Event (Before Discounts),NULL,NULL,70,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,7,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,400000007,400000007,12,Event (Before Discounts),NULL,NULL,300,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,5,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,300,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10002,1,Normal charge,9,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,NULL,NULL,5,Event Dispute Adjustment,NULL,NULL,-250,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10002,1,Normal charge,11,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,26666,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-01 00:00:00,10002,1,Normal charge,12,T,2020-12-01 14:08:36,2020-12-01 00:00:00,2020-12-01 14:08:36,NULL,NULL,NULL,NULL,NULL,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2020-12-10 00:00:00,2020-12-10 00:00:00,-1,1,Normal charge,2,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,400000001,400000001,10001,NULL,NULL,NULL,NULL,200,2,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,1,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,400000001,400000001,12,Event (Before Discounts),NULL,NULL,200,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,7,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,400000007,400000007,12,Event (Before Discounts),NULL,NULL,600,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-01 00:00:00,10001,1,Normal charge,9,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,700000001,700000001,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10002,1,Normal charge,1,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,500,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10002,1,Normal charge,2,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,100,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,2,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,10,T,2021-01-01 18:26:47,2021-01-01 00:00:00,2021-01-01 18:26:47,NULL,NULL,NULL,NULL,NULL,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-10 00:00:00,2021-01-10 00:00:00,-1,1,Normal charge,3,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,400000002,400000002,10001,NULL,NULL,NULL,NULL,100,2,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-10 00:00:00,2021-01-10 00:00:00,-1,1,Normal charge,4,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,400000003,400000003,10001,NULL,NULL,NULL,NULL,140,2,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10001,1,Normal charge,2,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,400000002,400000002,12,Event (Before Discounts),NULL,NULL,100,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10001,1,Normal charge,6,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,400000006,400000006,12,Event (Before Discounts),NULL,NULL,160,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10001,1,Normal charge,11,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,100000037,100000037,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,1,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,750,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,3,1,9145846203913115265,Consumer,2021-01-01 00:00:00,2021-01-31 00:00:00,10002,1,Normal charge,3,T,2021-02-01 18:40:46,2021-02-01 00:00:00,2021-02-01 18:40:46,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,300,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-03-01 00:00:00,2021-03-31 00:00:00,-1,1,Normal charge,1,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,100000001,100000001,10001,NULL,NULL,NULL,NULL,100000,1,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-10 00:00:00,2021-02-19 00:00:00,-1,1,Normal charge,3,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,400000002,400000002,10001,NULL,NULL,NULL,NULL,600,12,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10001,1,Normal charge,1,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,400000001,400000001,12,Event (Before Discounts),NULL,NULL,1200,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10001,1,Normal charge,3,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,400000003,400000003,12,Event (Before Discounts),NULL,NULL,840,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10001,1,Normal charge,4,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,400000004,400000004,12,Event (Before Discounts),NULL,NULL,600,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10001,1,Normal charge,8,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,400000008,400000008,12,Event (Before Discounts),NULL,NULL,4500,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-03-01 00:00:00,2021-03-31 00:00:00,10001,1,Normal charge,10,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,100000001,100000001,6,Product Charge (Before Savings),NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163952,2000163951,76063392,4,1,9145846203913115265,Consumer,2021-02-01 00:00:00,2021-02-28 00:00:00,10002,1,Normal charge,6,T,2021-03-01 12:02:16,2021-03-01 00:00:00,2021-03-01 12:02:16,NULL,NULL,NULL,NULL,NULL,12,Event (Before Discounts),NULL,NULL,600,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,4,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,400000004,400000004,12,Event (Before Discounts),NULL,NULL,50,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10001,1,Normal charge,11,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,400000001,400000001,5,Event Dispute Adjustment,NULL,Automatically approved,-200,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10001,1,Normal charge,12,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,400000002,400000002,5,Event Dispute Adjustment,NULL,Automatically approved,-100,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,18,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,100000037,100000037,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-31 00:00:00,10001,1,Normal charge,21,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,100000037,100000037,6,Product Charge (Before Savings),NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10002,1,Normal charge,9,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,NULL,NULL,2,Standalone Adjustment,NULL,NULL,-10000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-11-23 00:00:00,2020-11-23 00:00:00,10002,1,Normal charge,10,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,NULL,NULL,34,One-time Charge,NULL,NULL,100000,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163953,2000163952,364533619,1,1,9145846203913115265,Consumer,2020-12-01 00:00:00,2020-12-01 00:00:00,10002,1,Normal charge,14,T,2020-12-01 12:22:23,2020-12-01 00:00:00,2020-12-01 12:22:23,NULL,NULL,NULL,NULL,NULL,26,VAT Tax,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,1,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,400000001,400000001,12,Event (Before Discounts),NULL,NULL,100,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,4,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,400000004,400000004,12,Event (Before Discounts),NULL,NULL,50,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163957,2000163956,853647607,1,1,9145846203913115265,Consumer,2020-11-01 00:00:00,2020-11-30 00:00:00,10001,1,Normal charge,5,T,2020-12-01 14:14:55,2020-12-01 00:00:00,2020-12-01 14:14:55,NULL,NULL,NULL,400000005,400000005,12,Event (Before Discounts),NULL,NULL,150,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
