customer_ref,account_num,bill_seq,bill_dtm,bill_type_id,bill_type_value,balance_fwd_mny,invoice_net_mny,invoice_tax_mny,payments_mny,failed_payments_mny,adjustments_mny,refunds_mny,balance_out_mny,ebd_email_status,points_fwd,points_earned,points_adjusted,points_redeemed,points_out,trans_billed_to_dtm,event_billed_to_dtm,tax_point_dat,outstanding_debt_mny,chase_debt_mny,current_dispute_mny,modification_days,credit_adj_billed_to_dtm,debit_adj_billed_to_dtm,loyalty_trans_billed_to_dtm,event_seq,info_invoice_mny,info_currency_code_id,info_currency_value,statement_boo,bill_settled_boo,event_archive_status_id,event_archive_status_value,invoice_num,actual_bill_dtm,start_of_bill_dtm,bill_version,bill_status_id,bill_status_value,cancellation_request_dat,cancellation_dtm,replaces_invoice_num,billed_with_bill_seq,cancelled_reason_txt,archive_dat,invoice_num_status_id,invoice_num_status_value,invoice_register_id,charge_seq,debt_start_dat,payment_due_dat,bill_handling_code_id,bill_handling_code_value,ocr_num,bill_settled_dtm,event_masked_boo,bill_label,event_del_no_archive_boo,min_billed_event_dtm,max_billed_event_dtm,min_rerated_event_dtm,max_rerated_event_dtm,discounted_rerating_boo,domain_id,ust_currency_code,collection_notify_boo,adfg_processed_dtm,billing_offer_id,otc_mny,otc_billed_to_dtm,override_bill_dtm,late_fee_mny,deferred_charges_tot,overwritten_def_charge_tot,settleup_charges_tot,oefr_created_boo,pa_dp_invoice_bill_mny,pa_fed_invoice_due_mny,pa_fed_invoice_bill_mny,pa_payment_mny,points_expired,fde_extract_id,ust_linesandlocs_detail_level,ust_linesandlocs_billed_to_dat,ust_maxtax_transaction_status,extraction_timestamp,date,history_date
1000164093,2000164108,1,2020-12-01 00:00:00,1,Periodic,0,190300,0,100000,0,0,0,90300,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,190300,NULL,0,0,2020-12-01 22:21:13,2020-12-01 22:21:13,2020-12-01 22:21:13,1,190300,OMR,NULL,T,F,NULL,NULL,VFO0000007,2020-12-01 22:21:13,2020-11-04 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-04 23:18:36,2020-11-04 23:18:36,NULL,NULL,F,111820209,NULL,F,NULL,NULL,0,2020-12-01 22:21:13,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164108,2000164128,1,2021-01-01 00:00:00,1,Periodic,0,367740,0,200000,0,0,0,167740,NULL,0,0,0,0,0,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,367740,NULL,0,0,2021-01-01 10:21:08,2021-01-01 10:21:08,2021-01-01 10:21:08,1,367740,OMR,NULL,T,F,NULL,NULL,VFO0000021,2021-01-01 10:21:08,2020-12-06 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-04-01 00:00:00,2,Invoice number allocated.,10001,1.0,2021-01-01 00:00:00,2021-01-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,155457955,NULL,F,NULL,NULL,0,2021-01-01 10:21:08,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000168414,2000168028,1,2020-12-01 00:00:00,1,Periodic,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-11-04 14:52:04,2020-12-01 00:00:00,0,NULL,0,0,1970-01-01 00:00:00,1970-01-01 00:00:00,1970-01-01 00:00:00,1,0,OMR,NULL,T,F,NULL,NULL,XXXXX,2020-12-16 15:01:15,2020-11-04 00:00:00,1,9,Suppressed.,NULL,NULL,NULL,NULL,NULL,2020-12-01 00:00:00,1,Awaiting invoice number.,10001,NULL,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,429379054,NULL,F,NULL,NULL,0,1970-01-01 00:00:00,2020-12-04 00:00:00,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163952,2000163951,1,2020-12-01 00:00:00,1,Periodic,0,127466,0,100000,0,250,0,27466,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,0,0.0,0,0,2020-12-01 14:08:36,2020-12-01 14:08:36,2020-12-01 14:08:36,1,127466,OMR,NULL,T,T,NULL,NULL,VFO0000015,2020-12-01 14:08:36,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,2020-12-10 18:26:12,F,NULL,NULL,2020-11-23 15:58:44,2020-11-23 22:55:44,NULL,NULL,F,76063392,NULL,F,NULL,NULL,0,2020-12-01 14:08:36,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000163929,2000164000,1,2020-12-01 00:00:00,1,Periodic,0,126666,0,100000,0,0,0,26666,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,126666,NULL,0,0,2020-12-01 10:52:47,2020-12-01 10:52:47,2020-12-01 10:52:47,1,126666,OMR,NULL,T,F,NULL,NULL,VFO0000001,2020-12-01 10:52:47,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,695166264,NULL,F,NULL,NULL,0,2020-12-01 10:52:47,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164011,2000164011,1,2020-12-01 00:00:00,1,Periodic,0,126966,0,100000,0,0,0,26966,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,126966,NULL,0,0,2020-12-01 11:58:47,2020-12-01 11:58:47,2020-12-01 11:58:47,1,126966,OMR,NULL,T,F,NULL,NULL,VFO0000005,2020-12-01 11:58:47,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-23 12:58:29,2020-11-23 12:58:29,NULL,NULL,F,235286566,NULL,F,NULL,NULL,0,2020-12-01 11:58:47,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164011,2000164011,2,2021-01-01 00:00:00,1,Periodic,26966,100000,0,0,0,0,0,126966,NULL,0,0,0,0,0,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,100000,NULL,0,0,2021-01-01 12:31:25,2021-01-01 12:31:25,2021-01-01 12:31:25,2,100000,OMR,NULL,T,F,NULL,NULL,VFO0000008,2021-01-01 12:31:25,2020-12-01 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-04-01 00:00:00,2,Invoice number allocated.,10001,2.0,2021-01-01 00:00:00,2021-01-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,235286566,NULL,F,NULL,NULL,0,2021-01-01 12:31:25,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164012,2000164012,1,2020-12-01 00:00:00,1,Periodic,0,126666,0,100000,0,0,0,26666,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,126666,NULL,0,0,2020-12-01 12:25:48,2020-12-01 12:25:48,2020-12-01 12:25:48,1,126666,OMR,NULL,T,F,NULL,NULL,VFO0000007,2020-12-01 12:25:48,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,310116340,NULL,F,NULL,NULL,0,2020-12-01 12:25:48,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164094,2000164109,1,2020-12-01 00:00:00,1,Periodic,0,190000,0,100000,0,0,0,90000,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,190000,NULL,0,0,2020-12-01 22:19:11,2020-12-01 22:19:11,2020-12-01 22:19:11,1,190000,OMR,NULL,T,F,NULL,NULL,VFO0000004,2020-12-01 22:19:11,2020-11-04 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,153392655,NULL,F,NULL,NULL,0,2020-12-01 22:19:11,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164187,2000164189,1,2020-12-01 00:00:00,1,Periodic,0,186966,0,100000,0,0,0,86966,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,186966,NULL,0,0,2020-12-01 18:11:12,2020-12-01 18:11:12,2020-12-01 18:11:12,1,186966,OMR,NULL,T,F,NULL,NULL,VFO0000008,2020-12-01 18:11:12,2020-11-05 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-05 19:08:23,2020-11-05 19:08:23,NULL,NULL,F,741579895,NULL,F,NULL,NULL,0,2020-12-01 18:11:12,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164922,2000164603,1,2020-12-01 00:00:00,1,Periodic,0,333332,0,200000,0,0,0,133332,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,333332,NULL,0,0,2020-12-01 21:25:40,2020-12-01 21:25:40,2020-12-01 21:25:40,1,333332,OMR,NULL,T,F,NULL,NULL,VFO0000011,2020-12-01 21:25:40,2020-11-11 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,620324285,NULL,F,NULL,NULL,0,2020-12-01 21:25:40,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164925,2000164606,1,2020-12-01 00:00:00,1,Periodic,0,166666,0,100000,0,0,0,66666,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,166666,NULL,0,0,2020-12-01 21:26:13,2020-12-01 21:26:13,2020-12-01 21:26:13,1,166666,OMR,NULL,T,F,NULL,NULL,VFO0000012,2020-12-01 21:26:13,2020-11-11 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,289708222,NULL,F,NULL,NULL,0,2020-12-01 21:26:13,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165515,2000165339,1,2020-12-01 00:00:00,1,Periodic,0,147266,0,110000,0,0,0,37266,NULL,0,0,0,0,0,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,147266,NULL,0,0,2020-12-01 15:31:59,2020-12-01 15:31:59,2020-12-01 15:31:59,1,147266,OMR,NULL,T,F,NULL,NULL,VFO0000015,2020-12-01 15:31:59,2020-11-23 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-03-01 00:00:00,2,Invoice number allocated.,10001,1.0,2020-12-01 00:00:00,2020-12-31 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-23 16:31:12,2020-11-23 16:31:35,NULL,NULL,F,300070231,NULL,F,NULL,NULL,20000,2020-12-01 15:31:59,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,NULL,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168408,2000168007,1,2020-11-26 00:00:00,1,Periodic,0,341934,0,200000,0,0,0,141934,NULL,0,0,0,0,0,2020-11-26 00:00:00,2020-11-26 00:00:00,2020-11-26 00:00:00,341934,NULL,0,0,2020-11-26 09:25:22,2020-11-26 09:25:22,2020-11-26 09:25:22,1,341934,OMR,NULL,T,F,NULL,NULL,VFO0000002,2020-11-26 09:25:22,2020-11-04 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-02-24 00:00:00,2,Invoice number allocated.,10001,1.0,2020-11-26 00:00:00,2020-12-26 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,150722160,NULL,F,NULL,NULL,0,2020-11-26 09:25:22,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,2.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,1,2020-11-26 00:00:00,1,Periodic,0,171267,0,100000,0,0,0,71267,NULL,0,0,0,0,0,2020-11-26 00:00:00,2020-11-26 00:00:00,2020-11-26 00:00:00,171267,NULL,0,0,2020-11-26 09:26:54,2020-11-26 09:26:54,2020-11-26 09:26:54,1,171267,OMR,NULL,T,F,NULL,NULL,VFO0000003,2020-11-26 09:26:54,2020-11-04 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-02-24 00:00:00,2,Invoice number allocated.,10001,1.0,2020-11-26 00:00:00,2020-12-26 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,2020-11-04 10:24:27,2020-11-04 10:24:27,NULL,NULL,F,827452441,NULL,F,NULL,NULL,0,2020-11-26 09:26:54,NULL,0,NULL,NULL,NULL,F,0,0,0,0,0,2.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168429,2000168030,1,2020-11-26 00:00:00,1,Periodic,0,167741,0,100000,0,0,0,67741,NULL,0,0,0,0,0,2020-11-26 00:00:00,2020-11-26 00:00:00,2020-11-26 00:00:00,167741,NULL,0,0,2020-11-26 23:59:59,2020-11-26 23:59:59,2020-11-26 23:59:59,1,167741,OMR,NULL,T,F,NULL,NULL,VFO0000009,2020-12-16 11:03:46,2020-11-05 00:00:00,1,1,Created.,NULL,NULL,NULL,NULL,NULL,2021-02-24 00:00:00,2,Invoice number allocated.,10001,1.0,2020-11-26 00:00:00,2020-12-26 00:00:00,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,F,281107820,NULL,F,NULL,NULL,0,2020-11-26 23:59:59,2020-11-27 00:00:00,0,NULL,NULL,NULL,F,0,0,0,0,0,8.0,NULL,NULL,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
