esim_id,adm1,activation_state_value,activation_state_id,customer_account,matching_id,linked_eid,esim_batch_id,iccid,imsi,imsi_rb,esim_logical_status_value,esim_logical_status_id,sim_manufacturer_id,item_model_id,extraction_timestamp,date,history_date
9158137895713250958,33306491,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378957132509580,137895713250958,137895713250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137895813250958,50985802,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378958132509580,137895813250958,137895813250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137895913250958,19527092,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378959132509580,137895913250958,137895913250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137896213250958,99622641,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378962132509580,137896213250958,137896213250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897513250958,73582282,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378975132509580,137897513250958,137897513250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137898213250958,8867889,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378982132509580,137898213250958,137898213250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137899113250958,56376418,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378991132509580,137899113250958,137899113250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143980113254911,53163574,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439801132549110,143980113254911,143980113254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143981213254911,95720454,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439812132549110,143981213254911,143981213254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143981413254937,59790951,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439814132549370,143981413254937,143981413254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143981613254811,4924036,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439816132548110,143981613254811,143981613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143982113254911,36997937,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439821132549110,143982113254911,143982113254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143982413254937,85560928,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439824132549370,143982413254937,143982413254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143983813254811,2756078,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439838132548110,143983813254811,143983813254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143984013254911,33268670,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439840132549110,143984013254911,143984013254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143985113254911,54004530,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439851132549110,143985113254911,143985113254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143985513254811,58724897,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439855132548110,143985513254811,143985513254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143985613254811,23753013,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439856132548110,143985613254811,143985613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143986113254911,46397042,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439861132549110,143986113254911,143986113254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143986513254811,1459765,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439865132548110,143986513254811,143986513254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143987113254911,45936557,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439871132549110,143987113254911,143987113254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143987713254811,27659270,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439877132548110,143987713254811,143987713254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143988113254911,8004139,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439881132549110,143988113254911,143988113254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143988313254937,54747611,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439883132549370,143988313254937,143988313254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143988513254811,97829223,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439885132548110,143988513254811,143988513254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143988713254811,92598862,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439887132548110,143988713254811,143988713254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143989213254911,3252510,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439892132549110,143989213254911,143989213254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143989513254811,24840376,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439895132548110,143989513254811,143989513254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143989613254811,31333348,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439896132548110,143989613254811,143989613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143989813254811,7724764,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439898132548110,143989813254811,143989813254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144160013265562,88414553,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441600132655620,144160013265562,144160013265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144160513265662,15887814,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441605132656620,144160513265662,144160513265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144160813265562,74950950,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441608132655620,144160813265562,144160813265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144161113265662,1062156,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441611132656620,144161113265662,144161113265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144161913265562,15457102,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441619132655620,144161913265562,144161913265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144162413265662,49544565,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441624132656620,144162413265662,144162413265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144165513265462,32067673,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441655132654620,144165513265462,144165513265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144165713265562,49946414,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441657132655620,144165713265562,144165713265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144166713265462,99180005,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441667132654620,144166713265462,144166713265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144166913265562,1584694,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441669132655620,144166913265562,144166913265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144167513265662,6637639,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441675132656620,144167513265662,144167513265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144168213265662,85710230,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441682132656620,144168213265662,144168213265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144168413265662,36025029,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441684132656620,144168413265662,144168413265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144168613265562,10171912,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441686132655620,144168613265562,144168613265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144169413265562,14518436,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441694132655620,144169413265562,144169413265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137190013200392,76017379,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371900132003920,137190013200392,137190013200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137190913200292,54864229,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371909132002920,137190913200292,137190913200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137191913200292,74918958,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371919132002920,137191913200292,137191913200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137192513200292,30845877,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371925132002920,137192513200292,137192513200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137192813200292,39388509,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371928132002920,137192813200292,137192813200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137193013200392,841915,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371930132003920,137193013200392,137193013200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137194913200292,58514922,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371949132002920,137194913200292,137194913200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137196013200392,22308501,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371960132003920,137196013200392,137196013200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137196813200292,39897497,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371968132002920,137196813200292,137196813200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137199013200392,6334558,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371990132003920,137199013200392,137199013200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137200413200324,61908181,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372004132003240,137200413200324,137200413200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137201413200324,6144470,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372014132003240,137201413200324,137201413200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137203213200324,85397130,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372032132003240,137203213200324,137203213200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137205313200324,18730077,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372053132003240,137205313200324,137205313200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137206313200324,31607710,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581372063132003240,137206313200324,137206313200324,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137890813250958,30777084,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378908132509580,137890813250958,137890813250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137890913250958,28647369,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378909132509580,137890913250958,137890913250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137891013251058,49182522,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378910132510580,137891013251058,137891013251058,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137891213250958,11409365,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378912132509580,137891213250958,137891213250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137891813250958,18608941,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378918132509580,137891813250958,137891813250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137892013251058,98483611,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378920132510580,137892013251058,137892013251058,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137892413250958,23054336,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378924132509580,137892413250958,137892413250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137892513250958,13219720,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378925132509580,137892513250958,137892513250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137892613250958,3637450,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378926132509580,137892613250958,137892613250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137892913250958,57802652,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378929132509580,137892913250958,137892913250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137893313250958,52413076,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378933132509580,137893313250958,137893313250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137893513250958,29579513,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378935132509580,137893513250958,137893513250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137894413250958,47382647,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378944132509580,137894413250958,137894413250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137895213250958,27114726,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378952132509580,137895213250958,137895213250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137895313250958,32686652,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378953132509580,137895313250958,137895313250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897213250958,38391746,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378972132509580,137897213250958,137897213250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897313250958,48675472,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378973132509580,137897313250958,137897313250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137897913250958,69917614,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378979132509580,137897913250958,137897913250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137898313250958,50287884,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378983132509580,137898313250958,137898313250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137898413250958,83348283,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378984132509580,137898413250958,137898413250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137898513250958,56077507,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378985132509580,137898513250958,137898513250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137898913250958,29251509,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378989132509580,137898913250958,137898913250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137899513250958,34836306,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378995132509580,137899513250958,137899513250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137899813250958,75261661,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378998132509580,137899813250958,137899813250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137899913250958,47669631,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581378999132509580,137899913250958,137899913250958,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137907013251000,93969813,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581379070132510000,137907013251000,137907013251000,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137908013251000,29479134,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581379080132510000,137908013251000,137908013251000,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143980313254911,17384073,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439803132549110,143980313254911,143980313254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143980713254811,90563553,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439807132548110,143980713254811,143980713254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143981813254811,6395052,Deactivated,9155898814213090637,NULL,NULL,NULL,NULL,91581439818132548110,143981813254811,143981813254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143982013254911,5491810,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439820132549110,143982013254911,143982013254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143982513254811,83988307,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439825132548110,143982513254811,143982513254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143982613254811,36319144,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439826132548110,143982613254811,143982613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143983313254937,94913160,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439833132549370,143983313254937,143983313254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143983713254811,9722151,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439837132548110,143983713254811,143983713254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143984113254911,26062052,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439841132549110,143984113254911,143984113254911,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143984613254811,44505141,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439846132548110,143984613254811,143984613254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143985713254811,83422027,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439857132548110,143985713254811,143985713254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143985913254811,22637618,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439859132548110,143985913254811,143985913254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143986413254937,65168742,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439864132549370,143986413254937,143986413254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143986813254811,79328202,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439868132548110,143986813254811,143986813254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143987813254811,34245839,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439878132548110,143987813254811,143987813254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143988913254811,66841952,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439889132548110,143988913254811,143988913254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143989413254937,29756958,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439894132549370,143989413254937,143989413254937,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143989713254811,47257843,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581439897132548110,143989713254811,143989713254811,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144160213265562,28449822,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441602132655620,144160213265562,144160213265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144161613265662,79302725,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441616132656620,144161613265662,144161613265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144162613265662,45338407,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441626132656620,144162613265662,144162613265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144164713265462,23063096,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441647132654620,144164713265462,144164713265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144165013265562,9136254,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441650132655620,144165013265562,144165013265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144167213265562,1040041,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441672132655620,144167213265562,144167213265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144167513265462,10438128,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441675132654620,144167513265462,144167513265462,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144167713265562,80488206,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441677132655620,144167713265562,144167713265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144168313265562,69112263,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441683132655620,144168313265562,144168313265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144168513265662,42807778,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441685132656620,144168513265662,144168513265662,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144169513265562,943342,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441695132655620,144169513265562,144169513265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144169913265562,87647873,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581441699132655620,144169913265562,144169913265562,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137191713200292,90652448,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371917132002920,137191713200292,137191713200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137192413200292,26910375,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371924132002920,137192413200292,137192413200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137192613200292,8931316,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371926132002920,137192613200292,137192613200292,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137193113200392,70295289,Not Activated,9155898736413090558,NULL,NULL,NULL,NULL,91581371931132003920,137193113200392,137193113200392,Available,NULL,NULL,9156779364813869393,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
