productoffering_characteristic_id,productoffering_id,productoffering_template_id,productoffering_characteristic_attr_id,productoffering_characteristic_name,default_value,mandatory,visible,modifiable,included_to_invoice,characteristic_number,propagate_entered_value_to_children,extraction_timestamp,date,history_date
9157732686813877047,5400000002,9156936335365761808,NULL,Data OCS ID,712,False,False,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732688713876830,5600000014,9157152979265246818,NULL,Model,9156779364813869393,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732689013877147,5400000011,9156936335465761875,NULL,"Data Volume, GB",9156988195365605836,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732689813877047,5400000003,9156936335365761808,NULL,Data OCS ID,713,False,False,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732689913877047,5400000007,9156936335365761799,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732584413871299,9400000002,9156599352065809177,NULL,Number Category,9155466565065825999,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732600813872009,6400000001,9156599352065809159,NULL,AutoRenewal,9155459816265896705,True,True,NULL,False,1,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732602013872327,6500000006,9156599352065809195,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732602113872547,6600000002,9156599352065809183,NULL,Data OCS ID,513,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732603213872547,6600000006,9156599352065809167,NULL,Roaming Data OCS ID,610,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732603813872009,6400000001,9156599352065809159,NULL,Included SMS Allowance,9157273485065083235,True,True,NULL,False,8,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732604213872547,6600000006,9156599352065809167,NULL,"Data Volume, GB",9155459816365896718,True,True,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732604813872009,6400000001,9156599352065809159,NULL,Voice OCS ID,201,False,False,NULL,False,10,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732605013872547,6600000000,9156599352065809183,NULL,"Data Volume, GB",9155459816365896716,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732605113872547,6600000003,9156599352065809183,NULL,Data OCS ID,515,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732605313872547,6600000010,9157116615865327560,NULL,"Data Volume, GB",9156678732465817261,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732606213872547,6600000007,9156599352065809167,NULL,Roaming Data OCS ID,611,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732606613872009,6400000000,9156599352065809159,NULL,Included Voice Allowance,9155459816365896781,True,True,NULL,False,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732606713872009,6400000001,9156599352065809159,NULL,Data OCS ID,101,False,False,NULL,False,9,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732606813872009,6400000001,9156599352065809159,NULL,Included Data Allowance,9155459816365896793,True,True,NULL,False,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732607113872547,6600000004,9156599352065809225,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732608013872547,6600000001,9156599352065809183,NULL,"Data Volume, GB",9156678732465817260,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732608613872009,6400000000,9156599352065809159,NULL,SMS OCS ID,300,False,False,NULL,False,11,Children,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732609313872547,6600000011,9157116615865327560,NULL,Data OCS ID,613,False,False,NULL,False,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732626413873914,3600000003,9156701550965077037,NULL,Delivery Type,9148105689465831713,False,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732627413873914,3600000004,9156851630265941317,NULL,Delivery Type,9147381867165274033,False,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732630713875450,2400000020,9156850850865695070,NULL,Model,9149308892513711678,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732631513875450,2400000001,9156850850865695070,NULL,Model,9147471184113894985,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732633713875450,2400000023,9156850850865695070,NULL,Model,9149308892513711672,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732634613875450,2400000014,9156850850865695070,NULL,Model,9147471184113895006,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732635713875450,2400000025,9156850850865695070,NULL,Model,9149308892513711682,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732636113875550,2400000066,9156850850865695070,NULL,Model,9148512926713659765,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732636513875450,2400000006,9156850850865695070,NULL,Model,9147471184113894994,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732636613875450,2400000016,9156850850865695070,NULL,Model,9147471184113895008,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732637513875450,2400000007,9156850850865695070,NULL,Model,9147471184113894995,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732637613875450,2400000017,9156850850865695070,NULL,Model,9147471184113895010,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732639513875450,2400000009,9156850850865695070,NULL,Model,9147471184113894998,False,False,NULL,False,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732680713876830,5600000007,9156936335465761902,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732682613876713,5500000005,9156936335365761789,NULL,Included Data Allowance,9156988195365605834,True,True,NULL,False,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732682813877047,5400000001,9156936335365761808,NULL,"Data Volume, GB",9155459816365896728,True,True,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732683813877047,5400000001,9156936335365761808,NULL,Data OCS ID,711,False,False,NULL,False,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732683913877047,5400000005,9156936335365761816,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732684413876713,5500000002,9156936335365761789,NULL,Included Data Allowance,9155459816365896802,True,True,NULL,False,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732685513876713,5500000004,9156936335365761789,NULL,Included SMS Allowance,9157273485065083235,True,True,NULL,False,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732686313876713,5500000001,9156936335365761789,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732686913877047,5400000006,9156936335365761799,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732687313876713,5500000001,9156936335365761789,NULL,Included SMS Allowance,9157273485065083235,True,True,NULL,False,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732687513876713,5500000005,9156936335365761789,NULL,Included Voice Allowance,9157273485065083232,True,True,NULL,False,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732688313876713,5500000001,9156936335365761789,NULL,Included Data Allowance,9156988195365605835,True,True,NULL,False,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732688613876830,5600000005,9156936335465761894,NULL,Pre-activated,9154750574465595533,True,False,NULL,False,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9157732689413876713,5500000003,9156936335365761789,NULL,Included SMS Allowance,9157273485065083235,True,True,NULL,False,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
