address_unit_id,country,addr_level_1,addr_level_2,addr_level_3,addr_level_4,addr_level_5,extraction_timestamp,date,history_date
9158137925213252120,Sandbox country,Sandbox Region,Sandbox City,Street,1,2,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158137923213252120,Sandbox country,Sandbox Region,Sandbox City,1001,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143977313254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,76,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143975413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,84,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143974413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,83,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143974313254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,73,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143939113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,58,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143939013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,48,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143938713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,17,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143938113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,57,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143937913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,36,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143937713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,16,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143936813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,25,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143936213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,65,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143935913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,34,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143935213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,64,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143934113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,53,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143933213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,62,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143933013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,42,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143932213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,61,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143931113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,50,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143978413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,87,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143971413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,80,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143939613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,8,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143939213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,68,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143938913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,37,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143938813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,27,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143938013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,47,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143937613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143937013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,46,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143936013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,45,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143934713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,13,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143933813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,22,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143933613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143932813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,21,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143932313254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,71,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143932013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,41,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143931913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,30,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143931613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143930113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,49,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143930013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,39,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143976313254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,75,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143973413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,82,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143939713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,18,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143937113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,56,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143936613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143935013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,44,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143934913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,33,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143934813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,23,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143934613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143934213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,63,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143933913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,32,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143933713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,12,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143933113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,52,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143932913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,31,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143931713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,10,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143979313254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,78,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143977413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,86,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143970413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,79,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143939913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,38,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143937213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,66,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143936913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,35,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143935713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,14,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143932713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143932113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,51,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143931813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,20,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143931313254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,70,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143930813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,19,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143930313254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,69,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143979413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,88,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143978313254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,77,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143976413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,85,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143975313254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,74,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143973313254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,72,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143972413254642,Sandbox country,Sandbox Region,Sandbox City,Street 1,81,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143939813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,28,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143938613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143938213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,67,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143937813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,26,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143936713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,15,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143936113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,55,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143935813254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,24,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143935613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,4,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143935113254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,54,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143934013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,43,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143932613254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143931213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,60,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143931013254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,40,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143930913254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,29,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143930713254534,Sandbox country,Sandbox Region,Sandbox City,Street 1,9,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143930213254634,Sandbox country,Sandbox Region,Sandbox City,Street 1,59,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144159613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,65,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144159413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,45,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144157813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,83,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144156813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,82,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144156413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,42,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144152713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,68,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144152613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,58,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144152413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,38,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144151813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,77,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144150613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,56,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144150413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,36,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144068213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,26,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144068113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,16,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144068013257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,6,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144067213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,25,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144063113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,11,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144062313257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,30,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144159713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,75,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144158813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,84,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144158313257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,34,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144157413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,43,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144156613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,62,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144155813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,81,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144155513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,51,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144154713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,70,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144154513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,50,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144154413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,40,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144153813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,79,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144153613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,59,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144153513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,49,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144152913257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,88,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144151913257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,87,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144150913257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,86,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144065113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,13,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144064313257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,32,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144064113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,12,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144061313257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,29,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144060313257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,28,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144159813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,85,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144159313257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,35,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144158613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,64,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144157713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,73,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144157513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,53,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144155613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,61,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144153713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,69,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144153413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,39,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144152813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,78,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144151513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,47,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144066213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,24,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144065013257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,3,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144064013257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,2,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144063213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,21,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144062213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,20,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144062113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,10,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144158713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,74,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144158513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,54,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144157613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,63,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144157313257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,33,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144156513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,52,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144155413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,41,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144154613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,60,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144151713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,67,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144151613257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,57,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144150713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,66,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144150513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,46,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144069213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,27,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144069113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,17,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144067113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,15,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144067013257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,5,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144064213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,22,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144063013257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144061213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,19,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144061113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,9,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144060113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,8,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144159513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,55,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144158413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,44,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144156713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,72,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144155713257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,71,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144154813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,80,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144152513257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,48,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144151413257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,37,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144150813257756,Sandbox country,Sandbox Region,Sandbox City,Street 1,76,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144069013257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,7,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144066113257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,14,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144066013257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,4,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144065213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,23,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144063313257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,31,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144062013257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,1,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144060213257766,Sandbox country,Sandbox Region,Sandbox City,Street 1,18,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158143939513254534,Sandbox country,Sandbox Region,Sandbox City,0101,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158144039113257343,Sandbox country,Sandbox Region,Sandbox City,1001,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158178881713299240,Ukraine,Sumy,Sumy,40000,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158178882713299240,Ukraine,Sumy,Sumy,Soborna,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9158248085513336220,Bulgaria,New State/Province#1,New Municipality/City#1,New Address Line#1,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
